station_id,station_name,line,layer,station_lat,station_lon,geometry_x,LEFT_FID,RIGHT_FID,zo_usety,municipal,ncessch,geometry_y,boundary_using_id,dist_meters,dist_miles
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6745,6484,3,Boston,,"LINESTRING Z (229330.7062294902 900502.5844320564 0, 229344.9049067576 900537.6165547855 0)",10604,466.68094900168103,0.289982097675625
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6855,6745,3,Boston,,"LINESTRING Z (229276.3856813952 900530.5483843451 0, 229260.9654328224 900555.7064687194 0)",10614,528.2035202274892,0.3282104511077117
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6856,6436,1,Boston,,"LINESTRING Z (230449.0362794841 900515.9994820564 0, 230434.6514102535 900556.5527820517 0)",10615,746.3679686960118,0.46377155455639796
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6854,4646,1,Boston,,"LINESTRING Z (229866.2068374403 900576.0898452858 0, 229816.3494239303 900541.5158153946 0)",10648,263.68889112112544,0.16384868065567423
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6854,4646,2,Boston,,"LINESTRING Z (229866.2068374403 900576.0898452858 0, 229816.3494239303 900541.5158153946 0)",10649,263.68889112112544,0.16384868065567423
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6854,4646,4,Boston,,"LINESTRING Z (229866.2068374403 900576.0898452858 0, 229816.3494239303 900541.5158153946 0)",10650,263.68889112112544,0.16384868065567423
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6857,2328,1,Boston,,"LINESTRING Z (229901.3509128127 900613.652648723 0, 229937.6167295762 900611.8268810435 0)",10671,254.6083906460934,0.1582063192493919
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6857,2328,4,Boston,,"LINESTRING Z (229901.3509128127 900613.652648723 0, 229937.6167295762 900611.8268810435 0)",10672,254.6083906460934,0.1582063192493919
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6992,6855,1,Boston,,"LINESTRING Z (228958.2337094881 900604.2207420529 0, 228997.1414264886 900612.8506934707 0)",10683,756.4939453241852,0.4700635447264135
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6992,6855,3,Boston,,"LINESTRING Z (228958.2337094881 900604.2207420529 0, 228997.1414264886 900612.8506934707 0)",10684,756.4939453241852,0.4700635447264135
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6991,6856,1,Boston,,"MULTILINESTRING Z ((230370.4584067548 900382.5915275118 0, 230334.171529489 900400.5704320567 0), (230509.5255794828 900358.4129570543 0, 230472.7289919797 900363.0035945565 0))",10706,725.46250357265,0.45078150076841866
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6991,6856,3,Boston,,"MULTILINESTRING Z ((230370.4584067548 900382.5915275118 0, 230334.171529489 900400.5704320567 0), (230509.5255794828 900358.4129570543 0, 230472.7289919797 900363.0035945565 0))",10707,725.46250357265,0.45078150076841866
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6856,3212,1,Boston,,"LINESTRING Z (230411.5474794858 900604.0575820523 0, 230371.0820206433 900654.7524550718 0)",10708,658.0097556528183,0.40886830637378846
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6856,3212,2,Boston,,"LINESTRING Z (230411.5474794858 900604.0575820523 0, 230371.0820206433 900654.7524550718 0)",10709,658.0097556528183,0.40886830637378846
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),7967,3212,1,Boston,,"LINESTRING Z (230371.0820206433 900654.7524550718 0, 230437.138179486 900665.9013820591 0)",10711,658.0097556528183,0.40886830637378846
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),7967,3212,2,Boston,,"LINESTRING Z (230371.0820206433 900654.7524550718 0, 230437.138179486 900665.9013820591 0)",10712,658.0097556528183,0.40886830637378846
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),7967,3212,3,Boston,,"LINESTRING Z (230371.0820206433 900654.7524550718 0, 230437.138179486 900665.9013820591 0)",10713,658.0097556528183,0.40886830637378846
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6991,2395,1,Boston,,"LINESTRING Z (230371.0820206433 900654.7524550718 0, 230338.7923794884 900687.2477820558 0)",10759,619.7622150919605,0.38510238649534245
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6991,2395,3,Boston,,"LINESTRING Z (230371.0820206433 900654.7524550718 0, 230338.7923794884 900687.2477820558 0)",10760,619.7622150919605,0.38510238649534245
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6991,2395,4,Boston,,"LINESTRING Z (230371.0820206433 900654.7524550718 0, 230338.7923794884 900687.2477820558 0)",10761,619.7622150919605,0.38510238649534245
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6857,4646,1,Boston,,"LINESTRING Z (229802.5876128207 900650.8876153843 0, 229835.3961665788 900623.0981691508 0)",10812,167.49636307904566,0.10407741482184396
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6857,4646,2,Boston,,"LINESTRING Z (229802.5876128207 900650.8876153843 0, 229835.3961665788 900623.0981691508 0)",10813,167.49636307904566,0.10407741482184396
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),4646,3213,1,Boston,,"LINESTRING Z (229815.465135041 900737.4821820516 0, 229824.251744192 900775.9841938167 0)",10858,97.99518471584787,0.060891384760404156
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),4646,3213,2,Boston,,"LINESTRING Z (229815.465135041 900737.4821820516 0, 229824.251744192 900775.9841938167 0)",10859,97.99518471584787,0.060891384760404156
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6864,6439,1,Boston,,"LINESTRING Z (230196.9176394882 900834.1843620511 0, 230180.0509937718 900796.1645963361 0)",10921,450.3973567714135,0.27986394255759706
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6861,6440,1,Boston,,"LINESTRING Z (230575.4541594838 900875.4209420558 0, 230526.3269652005 900871.37456777 0, 230486.2260961556 900867.5350987222 0, 230517.1522158446 900804.0854729638 0)",10977,759.3988107258897,0.47186854440435955
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6861,6440,3,Boston,,"LINESTRING Z (230575.4541594838 900875.4209420558 0, 230526.3269652005 900871.37456777 0, 230486.2260961556 900867.5350987222 0, 230517.1522158446 900804.0854729638 0)",10978,759.3988107258897,0.47186854440435955
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6994,6866,1,Boston,,"LINESTRING Z (229617.7128029884 900957.5386546933 0, 229551.5287592791 900955.1484941879 0)",11103,191.90600614603966,0.11924486383646979
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6994,6866,2,Boston,,"LINESTRING Z (229617.7128029884 900957.5386546933 0, 229551.5287592791 900955.1484941879 0)",11104,191.90600614603966,0.11924486383646979
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6994,6866,3,Boston,,"LINESTRING Z (229617.7128029884 900957.5386546933 0, 229551.5287592791 900955.1484941879 0)",11105,191.90600614603966,0.11924486383646979
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6864,6439,1,Boston,,"MULTILINESTRING Z ((230211.790179485 900997.7854938193 0, 230226.6756294862 900963.8999820572 0, 230239.0577794875 900893.2791677703 0), (230241.1257155698 900857.9522065686 0, 230196.9176394882 900834.1843620511 0))",11152,468.3588894105027,0.29102472150795766
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6864,6439,3,Boston,,"MULTILINESTRING Z ((230211.790179485 900997.7854938193 0, 230226.6756294862 900963.8999820572 0, 230239.0577794875 900893.2791677703 0), (230241.1257155698 900857.9522065686 0, 230196.9176394882 900834.1843620511 0))",11153,468.3588894105027,0.29102472150795766
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6864,6439,3,Boston,,"MULTILINESTRING Z ((230211.790179485 900997.7854938193 0, 230226.6756294862 900963.8999820572 0, 230239.0577794875 900893.2791677703 0), (230241.1257155698 900857.9522065686 0, 230196.9176394882 900834.1843620511 0))",11154,468.3588894105027,0.29102472150795766
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6863,6439,1,Boston,,"LINESTRING Z (230072.4942871765 900822.3766128228 0, 230068.0353294887 900880.9968653888 0, 230065.974599485 900943.2376020533 0, 230041.4384794818 900968.3506487212 0, 229983.1124107354 900983.8133445515 0, 229933.4780594826 900997.1030620573 0, 229897.2230564052 901007.2702358982 0)",11156,265.2026092735629,0.16478926150876563
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6439,5221,1,Boston,,"LINESTRING Z (230211.790179485 900997.7854938193 0, 230186.5341994862 901024.1114740506 0)",11162,508.1154702134208,0.3157283155207468
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6439,5221,3,Boston,,"LINESTRING Z (230211.790179485 900997.7854938193 0, 230186.5341994862 901024.1114740506 0)",11163,508.1154702134208,0.3157283155207468
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),5221,2350,1,Boston,,"LINESTRING Z (230222.9182294834 901042.6101320537 0, 230192.809150914 901058.023896347 0)",11200,529.329775891078,0.32891027393215994
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),5221,2350,3,Boston,,"LINESTRING Z (230222.9182294834 901042.6101320537 0, 230192.809150914 901058.023896347 0)",11201,529.329775891078,0.32891027393215994
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),5220,2350,1,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230222.9182294834 901042.6101320537 0)",11205,548.9264678891881,0.3410870938029334
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),5220,2350,3,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230222.9182294834 901042.6101320537 0)",11206,548.9264678891881,0.3410870938029334
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),5220,2350,4,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230222.9182294834 901042.6101320537 0)",11207,548.9264678891881,0.3410870938029334
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6440,5220,1,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230259.4873002809 901050.0811074306 0)",11208,566.9421107264988,0.3522814952716751
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6440,5220,3,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230259.4873002809 901050.0811074306 0)",11209,566.9421107264988,0.3522814952716751
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6440,5220,4,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230259.4873002809 901050.0811074306 0)",11210,566.9421107264988,0.3522814952716751
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6867,6439,1,Boston,,"LINESTRING Z (229948.2719128177 901134.8499153903 0, 230000.9416794807 901117.8269820547 0, 230053.5998937699 901089.6716534875 0, 230055.0898509135 901046.887324915 0, 230110.2387994826 901036.5349220578 0, 230152.020804484 901025.9507570581 0, 230186.5341994862 901024.1114740506 0)",11225,398.4674899731094,0.2475962193124089
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6864,6440,1,Boston,,"LINESTRING Z (230451.3231572605 900773.3651931621 0, 230419.1603294917 900844.4866320577 0, 230380.0382794807 900922.2981820519 0, 230366.0679594832 900967.1487620535 0, 230408.8773080567 901037.6805677699 0, 230442.5999044888 901073.6442570561 0, 230427.1447394876 901114.8506420503 0, 230396.9971794817 901138.7317070544 0, 230361.6215905951 901113.7991042844 0, 230310.8062477012 901091.4342752162 0, 230282.8694794901 901072.6000820594 0, 230259.4873002809 901050.0811074306 0)",11226,585.1386268203053,0.3635882861714495
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6864,6440,3,Boston,,"LINESTRING Z (230451.3231572605 900773.3651931621 0, 230419.1603294917 900844.4866320577 0, 230380.0382794807 900922.2981820519 0, 230366.0679594832 900967.1487620535 0, 230408.8773080567 901037.6805677699 0, 230442.5999044888 901073.6442570561 0, 230427.1447394876 901114.8506420503 0, 230396.9971794817 901138.7317070544 0, 230361.6215905951 901113.7991042844 0, 230310.8062477012 901091.4342752162 0, 230282.8694794901 901072.6000820594 0, 230259.4873002809 901050.0811074306 0)",11227,585.1386268203053,0.3635882861714495
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6866,2357,1,Boston,,"LINESTRING Z (229217.1630461469 901145.783215388 0, 229259.6097703482 901104.3616867878 0)",11248,559.0927787692879,0.3474041465151564
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6866,2357,4,Boston,,"LINESTRING Z (229217.1630461469 901145.783215388 0, 229259.6097703482 901104.3616867878 0)",11249,559.0927787692879,0.3474041465151564
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6867,6440,1,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230235.7508294906 901113.3950820577 0, 230207.9520461566 901144.2282987246 0, 230206.6952239267 901219.8747264977 0, 230225.4114794838 901280.534482052 0, 230275.6084461495 901269.4322153893 0, 230318.0653794875 901259.5789820515 0, 230358.1503794881 901258.8242820484 0, 230393.5455794843 901301.8109320516 0, 230370.0986908898 901342.5232413707 0)",11544,566.9421107264988,0.3522814952716751
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6867,6440,4,Boston,,"LINESTRING Z (230224.8713420037 901077.760532956 0, 230235.7508294906 901113.3950820577 0, 230207.9520461566 901144.2282987246 0, 230206.6952239267 901219.8747264977 0, 230225.4114794838 901280.534482052 0, 230275.6084461495 901269.4322153893 0, 230318.0653794875 901259.5789820515 0, 230358.1503794881 901258.8242820484 0, 230393.5455794843 901301.8109320516 0, 230370.0986908898 901342.5232413707 0)",11545,566.9421107264988,0.3522814952716751
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6998,2395,1,Boston,,"MULTILINESTRING Z ((230335.8476703974 901819.4426093266 0, 230287.6652794914 901805.5063320603 0), (230278.0061769188 901487.729935901 0, 230272.1655794867 901554.1763820568 0), (229031.159175097 900964.7632335834 0, 229077.4717394851 900976.7486220554 0))",12173,675.3012621972724,0.4196127504108956
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6998,2395,3,Boston,,"MULTILINESTRING Z ((230335.8476703974 901819.4426093266 0, 230287.6652794914 901805.5063320603 0), (230278.0061769188 901487.729935901 0, 230272.1655794867 901554.1763820568 0), (229031.159175097 900964.7632335834 0, 229077.4717394851 900976.7486220554 0))",12174,675.3012621972724,0.4196127504108956
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),6998,2395,4,Boston,,"MULTILINESTRING Z ((230335.8476703974 901819.4426093266 0, 230287.6652794914 901805.5063320603 0), (230278.0061769188 901487.729935901 0, 230272.1655794867 901554.1763820568 0), (229031.159175097 900964.7632335834 0, 229077.4717394851 900976.7486220554 0))",12175,675.3012621972724,0.4196127504108956
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),0,0,3,Boston,,"LINESTRING Z (229404.9744101838 901446.6813365617 0, 229369.2634567835 901450.1345474478 0)",33121,722.1188544280966,0.44870385351304415
5,BOSTON LANDING,COMMUTER RAIL,TRAIN_NODES,42.3571481228762,-71.13912838631244,POINT (229729.6875000005 900801.6874999847),0,0,4,Boston,,"LINESTRING Z (229404.9744101838 901446.6813365617 0, 229369.2634567835 901450.1345474478 0)",33122,722.1188544280966,0.44870385351304415
